( 1 ,  -1 ,  0  )
( 141 ,  824 ,  -965  )
( 142 ,  824 ,  -966  )
( 143 ,  823 ,  -966  )
( 143 ,  822 ,  -965  )
( 143 ,  821 ,  -964  )
( 144 ,  821 ,  -965  )
( 145 ,  821 ,  -966  )
( 146 ,  820 ,  -966  )
( 146 ,  819 ,  -965  )
( 147 ,  819 ,  -966  )
( 148 ,  818 ,  -966  )
( 149 ,  817 ,  -966  )
( 150 ,  816 ,  -966  )
( 151 ,  815 ,  -966  )
( 152 ,  815 ,  -967  )
( 153 ,  815 ,  -968  )
( 152 ,  815 ,  -967  )
( 153 ,  815 ,  -968  )
( 152 ,  816 ,  -968  )
( 153 ,  816 ,  -969  )
( 152 ,  817 ,  -969  )
( 153 ,  817 ,  -970  )
( 154 ,  816 ,  -970  )
( 155 ,  816 ,  -971  )
( 156 ,  815 ,  -971  )
( 156 ,  816 ,  -972  )
( 155 ,  817 ,  -972  )
( 156 ,  817 ,  -973  )
( 155 ,  818 ,  -973  )
( 156 ,  818 ,  -974  )
( 157 ,  818 ,  -975  )
( 158 ,  818 ,  -976  )
( 158 ,  819 ,  -977  )
( 159 ,  818 ,  -977  )
( 160 ,  818 ,  -978  )
( 161 ,  818 ,  -979  )
( 161 ,  819 ,  -980  )
( 162 ,  819 ,  -981  )
( 163 ,  819 ,  -982  )
( 163 ,  818 ,  -981  )
( 164 ,  818 ,  -982  )
( 165 ,  817 ,  -982  )
( 164 ,  817 ,  -981  )
( 165 ,  817 ,  -982  )
( 166 ,  817 ,  -983  )
( 167 ,  816 ,  -983  )
( 168 ,  815 ,  -983  )
( 169 ,  815 ,  -984  )
( 170 ,  814 ,  -984  )
( 170 ,  813 ,  -983  )
( 170 ,  812 ,  -982  )
( 169 ,  813 ,  -982  )
( 170 ,  813 ,  -983  )
( 171 ,  813 ,  -984  )
( 172 ,  812 ,  -984  )
( 171 ,  813 ,  -984  )
( 172 ,  813 ,  -985  )
( 173 ,  813 ,  -986  )
( 174 ,  813 ,  -987  )
( 175 ,  812 ,  -987  )
( 176 ,  812 ,  -988  )
( 177 ,  812 ,  -989  )
( 178 ,  811 ,  -989  )
( 177 ,  811 ,  -988  )
( 176 ,  811 ,  -987  )
( 177 ,  811 ,  -988  )
( 178 ,  811 ,  -989  )
( 179 ,  811 ,  -990  )
( 180 ,  811 ,  -991  )
( 181 ,  811 ,  -992  )
( 182 ,  811 ,  -993  )
( 183 ,  810 ,  -993  )
( 184 ,  810 ,  -994  )
( 185 ,  810 ,  -995  )
( 186 ,  810 ,  -996  )
( 187 ,  810 ,  -997  )
( 188 ,  809 ,  -997  )
( 187 ,  809 ,  -996  )
( 188 ,  808 ,  -996  )
( 188 ,  807 ,  -995  )
( 189 ,  807 ,  -996  )
( 189 ,  806 ,  -995  )
( 190 ,  805 ,  -995  )
( 190 ,  806 ,  -996  )
( 189 ,  806 ,  -995  )
( 190 ,  806 ,  -996  )
( 191 ,  806 ,  -997  )
( 192 ,  805 ,  -997  )
( 193 ,  805 ,  -998  )
( 194 ,  805 ,  -999  )
( 195 ,  805 ,  -1000  )
( 196 ,  805 ,  -1001  )
( 197 ,  805 ,  -1002  )
( 198 ,  805 ,  -1003  )
( 199 ,  805 ,  -1004  )
( 200 ,  805 ,  -1005  )
( 201 ,  805 ,  -1006  )
( 202 ,  805 ,  -1007  )
( 203 ,  805 ,  -1008  )
( 204 ,  805 ,  -1009  )
( 205 ,  804 ,  -1009  )
( 206 ,  803 ,  -1009  )
( 207 ,  803 ,  -1010  )
( 208 ,  803 ,  -1011  )
( 209 ,  803 ,  -1012  )
( 209 ,  804 ,  -1013  )
( 210 ,  804 ,  -1014  )
( 210 ,  805 ,  -1015  )
( 211 ,  805 ,  -1016  )
( 211 ,  806 ,  -1017  )
( 212 ,  806 ,  -1018  )
( 213 ,  806 ,  -1019  )
( 214 ,  806 ,  -1020  )
( 215 ,  806 ,  -1021  )
( 216 ,  806 ,  -1022  )
( 217 ,  806 ,  -1023  )
( 218 ,  805 ,  -1023  )
( 219 ,  805 ,  -1024  )
( 220 ,  804 ,  -1024  )
( 219 ,  805 ,  -1024  )
( 220 ,  805 ,  -1025  )
( 221 ,  805 ,  -1026  )
( 220 ,  806 ,  -1026  )
( 221 ,  805 ,  -1026  )
( 222 ,  804 ,  -1026  )
( 223 ,  803 ,  -1026  )
( 222 ,  803 ,  -1025  )
( 223 ,  803 ,  -1026  )
( 223 ,  804 ,  -1027  )
( 224 ,  804 ,  -1028  )
( 225 ,  804 ,  -1029  )
( 226 ,  803 ,  -1029  )
( 227 ,  803 ,  -1030  )
( 228 ,  803 ,  -1031  )
( 228 ,  802 ,  -1030  )
( 229 ,  801 ,  -1030  )
( 230 ,  800 ,  -1030  )
( 231 ,  799 ,  -1030  )
( 232 ,  799 ,  -1031  )
( 233 ,  798 ,  -1031  )
( 234 ,  797 ,  -1031  )
( 233 ,  798 ,  -1031  )
( 233 ,  797 ,  -1030  )
( 234 ,  796 ,  -1030  )
( 235 ,  796 ,  -1031  )
( 236 ,  796 ,  -1032  )
( 237 ,  796 ,  -1033  )
( 238 ,  795 ,  -1033  )
( 238 ,  796 ,  -1034  )
( 239 ,  796 ,  -1035  )
( 240 ,  795 ,  -1035  )
( 239 ,  796 ,  -1035  )
( 240 ,  796 ,  -1036  )
( 241 ,  796 ,  -1037  )
( 242 ,  796 ,  -1038  )
( 243 ,  796 ,  -1039  )
( 243 ,  797 ,  -1040  )
( 244 ,  797 ,  -1041  )
( 243 ,  797 ,  -1040  )
( 244 ,  796 ,  -1040  )
( 245 ,  795 ,  -1040  )
( 246 ,  794 ,  -1040  )
( 245 ,  794 ,  -1039  )
( 246 ,  794 ,  -1040  )
( 245 ,  795 ,  -1040  )
( 246 ,  794 ,  -1040  )
( 245 ,  795 ,  -1040  )
( 246 ,  795 ,  -1041  )
( 247 ,  795 ,  -1042  )
( 248 ,  795 ,  -1043  )
( 249 ,  794 ,  -1043  )
( 250 ,  794 ,  -1044  )
( 251 ,  793 ,  -1044  )
( 252 ,  793 ,  -1045  )
( 251 ,  793 ,  -1044  )
( 252 ,  792 ,  -1044  )
( 251 ,  793 ,  -1044  )
( 252 ,  793 ,  -1045  )
( 253 ,  792 ,  -1045  )
( 253 ,  793 ,  -1046  )
( 254 ,  792 ,  -1046  )
( 255 ,  792 ,  -1047  )
( 256 ,  791 ,  -1047  )
( 257 ,  791 ,  -1048  )
( 258 ,  790 ,  -1048  )
( 259 ,  789 ,  -1048  )
( 259 ,  788 ,  -1047  )
( 260 ,  788 ,  -1048  )
( 261 ,  787 ,  -1048  )
( 262 ,  786 ,  -1048  )
( 263 ,  786 ,  -1049  )
( 264 ,  786 ,  -1050  )
( 265 ,  785 ,  -1050  )
( 266 ,  785 ,  -1051  )
( 265 ,  786 ,  -1051  )
( 266 ,  786 ,  -1052  )
( 265 ,  787 ,  -1052  )
( 266 ,  787 ,  -1053  )
( 267 ,  787 ,  -1054  )
( 268 ,  787 ,  -1055  )
( 269 ,  786 ,  -1055  )
( 270 ,  786 ,  -1056  )
( 271 ,  786 ,  -1057  )
( 270 ,  786 ,  -1056  )
( 271 ,  786 ,  -1057  )
( 272 ,  786 ,  -1058  )
( 271 ,  787 ,  -1058  )
( 272 ,  787 ,  -1059  )
( 273 ,  787 ,  -1060  )
( 273 ,  788 ,  -1061  )
( 274 ,  788 ,  -1062  )
( 275 ,  788 ,  -1063  )
( 276 ,  787 ,  -1063  )
( 277 ,  786 ,  -1063  )
( 278 ,  786 ,  -1064  )
( 279 ,  786 ,  -1065  )
( 280 ,  786 ,  -1066  )
( 281 ,  786 ,  -1067  )
( 280 ,  787 ,  -1067  )
( 281 ,  787 ,  -1068  )
( 282 ,  787 ,  -1069  )
( 283 ,  787 ,  -1070  )
( 283 ,  788 ,  -1071  )
( 282 ,  788 ,  -1070  )
( 283 ,  788 ,  -1071  )
( 284 ,  788 ,  -1072  )
( 285 ,  788 ,  -1073  )
( 286 ,  788 ,  -1074  )
( 287 ,  788 ,  -1075  )
( 288 ,  788 ,  -1076  )
( 289 ,  788 ,  -1077  )
( 290 ,  788 ,  -1078  )
( 290 ,  787 ,  -1077  )
( 291 ,  786 ,  -1077  )
( 292 ,  786 ,  -1078  )
( 293 ,  785 ,  -1078  )
( 294 ,  785 ,  -1079  )
( 295 ,  784 ,  -1079  )
( 296 ,  783 ,  -1079  )
( 296 ,  782 ,  -1078  )
( 297 ,  782 ,  -1079  )
( 298 ,  782 ,  -1080  )
( 299 ,  782 ,  -1081  )
( 300 ,  781 ,  -1081  )
( 301 ,  781 ,  -1082  )
( 302 ,  781 ,  -1083  )
( 303 ,  781 ,  -1084  )
( 304 ,  781 ,  -1085  )
( 304 ,  782 ,  -1086  )
( 305 ,  781 ,  -1086  )
( 306 ,  780 ,  -1086  )
( 307 ,  780 ,  -1087  )
( 308 ,  780 ,  -1088  )
( 309 ,  779 ,  -1088  )
( 310 ,  779 ,  -1089  )
( 311 ,  779 ,  -1090  )
( 312 ,  779 ,  -1091  )
( 313 ,  779 ,  -1092  )
( 313 ,  778 ,  -1091  )
( 314 ,  777 ,  -1091  )
( 315 ,  777 ,  -1092  )
( 316 ,  777 ,  -1093  )
( 316 ,  778 ,  -1094  )
( 315 ,  778 ,  -1093  )
( 315 ,  777 ,  -1092  )
( 316 ,  777 ,  -1093  )
( 317 ,  776 ,  -1093  )
( 318 ,  776 ,  -1094  )
( 319 ,  775 ,  -1094  )
( 320 ,  775 ,  -1095  )
( 319 ,  776 ,  -1095  )
( 320 ,  775 ,  -1095  )
( 320 ,  774 ,  -1094  )
( 321 ,  774 ,  -1095  )
( 322 ,  774 ,  -1096  )
( 321 ,  774 ,  -1095  )
( 320 ,  774 ,  -1094  )
( 321 ,  773 ,  -1094  )
( 321 ,  774 ,  -1095  )
( 322 ,  773 ,  -1095  )
( 323 ,  773 ,  -1096  )
( 324 ,  773 ,  -1097  )
( 325 ,  772 ,  -1097  )
( 325 ,  771 ,  -1096  )
( 326 ,  771 ,  -1097  )
( 327 ,  771 ,  -1098  )
( 328 ,  770 ,  -1098  )
( 329 ,  769 ,  -1098  )
( 330 ,  768 ,  -1098  )
( 331 ,  767 ,  -1098  )
( 332 ,  767 ,  -1099  )
( 333 ,  766 ,  -1099  )
( 334 ,  766 ,  -1100  )
( 333 ,  767 ,  -1100  )
( 334 ,  766 ,  -1100  )
( 335 ,  766 ,  -1101  )
( 336 ,  765 ,  -1101  )
( 337 ,  765 ,  -1102  )
( 338 ,  764 ,  -1102  )
( 339 ,  764 ,  -1103  )
( 340 ,  763 ,  -1103  )
( 341 ,  763 ,  -1104  )
( 342 ,  763 ,  -1105  )
( 343 ,  763 ,  -1106  )
( 344 ,  762 ,  -1106  )
( 345 ,  762 ,  -1107  )
( 346 ,  762 ,  -1108  )
( 347 ,  761 ,  -1108  )
( 348 ,  760 ,  -1108  )
( 349 ,  759 ,  -1108  )
( 350 ,  758 ,  -1108  )
( 350 ,  759 ,  -1109  )
( 351 ,  759 ,  -1110  )
( 352 ,  759 ,  -1111  )
( 353 ,  759 ,  -1112  )
( 353 ,  760 ,  -1113  )
( 353 ,  761 ,  -1114  )
( 354 ,  760 ,  -1114  )
( 354 ,  759 ,  -1113  )
( 353 ,  759 ,  -1112  )
( 354 ,  759 ,  -1113  )
( 355 ,  759 ,  -1114  )
( 356 ,  758 ,  -1114  )
( 357 ,  757 ,  -1114  )
( 358 ,  757 ,  -1115  )
( 359 ,  756 ,  -1115  )
( 358 ,  756 ,  -1114  )
( 359 ,  756 ,  -1115  )
( 359 ,  757 ,  -1116  )
( 360 ,  757 ,  -1117  )
( 361 ,  757 ,  -1118  )
( 362 ,  756 ,  -1118  )
( 362 ,  755 ,  -1117  )
( 362 ,  756 ,  -1118  )
( 363 ,  756 ,  -1119  )
( 364 ,  756 ,  -1120  )
( 365 ,  755 ,  -1120  )
( 365 ,  754 ,  -1119  )
( 366 ,  754 ,  -1120  )
( 367 ,  753 ,  -1120  )
( 368 ,  752 ,  -1120  )
( 369 ,  751 ,  -1120  )
( 369 ,  750 ,  -1119  )
( 370 ,  749 ,  -1119  )
( 371 ,  749 ,  -1120  )
( 372 ,  749 ,  -1121  )
( 372 ,  750 ,  -1122  )
( 372 ,  751 ,  -1123  )
( 373 ,  751 ,  -1124  )
( 373 ,  750 ,  -1123  )
( 374 ,  749 ,  -1123  )
( 375 ,  748 ,  -1123  )
( 376 ,  747 ,  -1123  )
( 377 ,  746 ,  -1123  )
( 378 ,  745 ,  -1123  )
( 379 ,  745 ,  -1124  )
( 380 ,  745 ,  -1125  )
( 381 ,  744 ,  -1125  )
( 382 ,  743 ,  -1125  )
( 383 ,  743 ,  -1126  )
( 382 ,  743 ,  -1125  )
( 383 ,  743 ,  -1126  )
( 384 ,  742 ,  -1126  )
( 385 ,  741 ,  -1126  )
( 386 ,  740 ,  -1126  )
( 387 ,  740 ,  -1127  )
( 388 ,  739 ,  -1127  )
( 389 ,  738 ,  -1127  )
( 390 ,  738 ,  -1128  )
( 390 ,  737 ,  -1127  )
( 391 ,  736 ,  -1127  )
( 392 ,  735 ,  -1127  )
( 393 ,  734 ,  -1127  )
( 393 ,  735 ,  -1128  )
( 394 ,  735 ,  -1129  )
( 395 ,  735 ,  -1130  )
( 396 ,  734 ,  -1130  )
( 397 ,  734 ,  -1131  )
( 398 ,  733 ,  -1131  )
( 399 ,  733 ,  -1132  )
( 400 ,  732 ,  -1132  )
( 401 ,  732 ,  -1133  )
( 400 ,  732 ,  -1132  )
( 399 ,  732 ,  -1131  )
( 400 ,  731 ,  -1131  )
( 401 ,  731 ,  -1132  )
( 402 ,  730 ,  -1132  )
( 402 ,  731 ,  -1133  )
( 403 ,  731 ,  -1134  )
( 402 ,  732 ,  -1134  )
( 403 ,  732 ,  -1135  )
( 404 ,  732 ,  -1136  )
( 405 ,  731 ,  -1136  )
( 406 ,  731 ,  -1137  )
( 407 ,  731 ,  -1138  )
( 406 ,  731 ,  -1137  )
( 407 ,  730 ,  -1137  )
( 408 ,  729 ,  -1137  )
( 409 ,  729 ,  -1138  )
( 410 ,  728 ,  -1138  )
( 411 ,  727 ,  -1138  )
( 412 ,  727 ,  -1139  )
( 411 ,  728 ,  -1139  )
( 412 ,  728 ,  -1140  )
( 413 ,  728 ,  -1141  )
( 414 ,  727 ,  -1141  )
( 415 ,  727 ,  -1142  )
( 416 ,  727 ,  -1143  )
( 417 ,  727 ,  -1144  )
( 418 ,  727 ,  -1145  )
( 419 ,  726 ,  -1145  )
( 420 ,  726 ,  -1146  )
( 421 ,  726 ,  -1147  )
( 422 ,  726 ,  -1148  )
( 423 ,  725 ,  -1148  )
( 424 ,  724 ,  -1148  )
( 425 ,  724 ,  -1149  )
( 426 ,  723 ,  -1149  )
( 427 ,  723 ,  -1150  )
( 427 ,  724 ,  -1151  )
( 428 ,  723 ,  -1151  )
( 427 ,  724 ,  -1151  )
( 427 ,  723 ,  -1150  )
( 426 ,  724 ,  -1150  )
( 426 ,  723 ,  -1149  )
( 427 ,  722 ,  -1149  )
( 428 ,  721 ,  -1149  )
( 429 ,  720 ,  -1149  )
( 430 ,  720 ,  -1150  )
( 431 ,  719 ,  -1150  )
( 432 ,  718 ,  -1150  )
( 433 ,  717 ,  -1150  )
( 434 ,  716 ,  -1150  )
( 433 ,  717 ,  -1150  )
( 434 ,  717 ,  -1151  )
( 435 ,  717 ,  -1152  )
( 436 ,  717 ,  -1153  )
( 437 ,  716 ,  -1153  )
( 438 ,  715 ,  -1153  )
( 439 ,  715 ,  -1154  )
( 440 ,  715 ,  -1155  )
( 441 ,  715 ,  -1156  )
( 442 ,  715 ,  -1157  )
( 442 ,  714 ,  -1156  )
( 443 ,  713 ,  -1156  )
( 444 ,  712 ,  -1156  )
( 445 ,  711 ,  -1156  )
( 446 ,  711 ,  -1157  )
( 446 ,  712 ,  -1158  )
( 447 ,  712 ,  -1159  )
( 448 ,  712 ,  -1160  )
( 449 ,  711 ,  -1160  )
( 449 ,  712 ,  -1161  )
( 450 ,  711 ,  -1161  )
( 451 ,  710 ,  -1161  )
( 452 ,  710 ,  -1162  )
( 452 ,  709 ,  -1161  )
( 453 ,  709 ,  -1162  )
( 454 ,  709 ,  -1163  )
( 455 ,  708 ,  -1163  )
( 456 ,  708 ,  -1164  )
( 457 ,  708 ,  -1165  )
( 458 ,  708 ,  -1166  )
( 459 ,  708 ,  -1167  )
( 460 ,  707 ,  -1167  )
( 461 ,  706 ,  -1167  )
( 461 ,  707 ,  -1168  )
( 462 ,  706 ,  -1168  )
( 463 ,  705 ,  -1168  )
( 464 ,  704 ,  -1168  )
( 465 ,  704 ,  -1169  )
( 466 ,  703 ,  -1169  )
( 467 ,  703 ,  -1170  )
( 468 ,  702 ,  -1170  )
( 468 ,  703 ,  -1171  )
( 469 ,  703 ,  -1172  )
( 470 ,  702 ,  -1172  )
( 470 ,  701 ,  -1171  )
( 469 ,  701 ,  -1170  )
( 470 ,  701 ,  -1171  )
( 471 ,  700 ,  -1171  )
( 472 ,  699 ,  -1171  )
( 473 ,  698 ,  -1171  )
( 474 ,  697 ,  -1171  )
( 475 ,  696 ,  -1171  )
( 476 ,  695 ,  -1171  )
( 477 ,  695 ,  -1172  )
( 476 ,  696 ,  -1172  )
( 477 ,  695 ,  -1172  )
( 478 ,  694 ,  -1172  )
( 479 ,  694 ,  -1173  )
( 480 ,  694 ,  -1174  )
( 480 ,  693 ,  -1173  )
( 481 ,  693 ,  -1174  )
( 482 ,  692 ,  -1174  )
( 483 ,  692 ,  -1175  )
( 484 ,  691 ,  -1175  )
( 485 ,  691 ,  -1176  )
( 486 ,  691 ,  -1177  )
( 487 ,  691 ,  -1178  )
( 488 ,  690 ,  -1178  )
( 488 ,  689 ,  -1177  )
( 489 ,  688 ,  -1177  )
( 490 ,  687 ,  -1177  )
( 490 ,  686 ,  -1176  )
( 491 ,  686 ,  -1177  )
( 492 ,  686 ,  -1178  )
( 493 ,  686 ,  -1179  )
( 494 ,  686 ,  -1180  )
( 495 ,  685 ,  -1180  )
( 496 ,  685 ,  -1181  )
( 496 ,  684 ,  -1180  )
( 497 ,  683 ,  -1180  )
( 496 ,  684 ,  -1180  )
( 496 ,  685 ,  -1181  )
( 497 ,  685 ,  -1182  )
( 498 ,  684 ,  -1182  )
( 499 ,  683 ,  -1182  )
( 500 ,  683 ,  -1183  )
( 499 ,  684 ,  -1183  )
( 500 ,  683 ,  -1183  )
( 500 ,  682 ,  -1182  )
( 499 ,  682 ,  -1181  )
( 500 ,  682 ,  -1182  )
( 501 ,  681 ,  -1182  )
( 500 ,  681 ,  -1181  )
( 501 ,  681 ,  -1182  )
( 502 ,  681 ,  -1183  )
( 503 ,  681 ,  -1184  )
( 504 ,  681 ,  -1185  )
( 505 ,  680 ,  -1185  )
( 505 ,  681 ,  -1186  )
( 506 ,  680 ,  -1186  )
( 506 ,  679 ,  -1185  )
( 507 ,  678 ,  -1185  )
( 506 ,  678 ,  -1184  )
( 507 ,  677 ,  -1184  )
( 508 ,  677 ,  -1185  )
( 509 ,  677 ,  -1186  )
( 510 ,  676 ,  -1186  )
( 511 ,  676 ,  -1187  )
( 511 ,  677 ,  -1188  )
( 512 ,  677 ,  -1189  )
( 513 ,  677 ,  -1190  )
( 514 ,  677 ,  -1191  )
( 515 ,  677 ,  -1192  )
( 516 ,  676 ,  -1192  )
( 517 ,  676 ,  -1193  )
( 518 ,  675 ,  -1193  )
( 518 ,  674 ,  -1192  )
( 519 ,  673 ,  -1192  )
( 518 ,  674 ,  -1192  )
( 518 ,  675 ,  -1193  )
( 519 ,  675 ,  -1194  )
( 520 ,  674 ,  -1194  )
( 521 ,  673 ,  -1194  )
( 522 ,  672 ,  -1194  )
( 523 ,  671 ,  -1194  )
( 524 ,  670 ,  -1194  )
( 525 ,  669 ,  -1194  )
( 526 ,  669 ,  -1195  )
( 527 ,  668 ,  -1195  )
( 528 ,  668 ,  -1196  )
( 529 ,  667 ,  -1196  )
( 530 ,  667 ,  -1197  )
( 531 ,  666 ,  -1197  )
( 532 ,  665 ,  -1197  )
( 533 ,  664 ,  -1197  )
( 534 ,  663 ,  -1197  )
( 535 ,  662 ,  -1197  )
( 536 ,  661 ,  -1197  )
( 537 ,  660 ,  -1197  )
( 538 ,  659 ,  -1197  )
( 539 ,  659 ,  -1198  )
( 540 ,  659 ,  -1199  )
( 541 ,  659 ,  -1200  )
( 540 ,  659 ,  -1199  )
( 541 ,  659 ,  -1200  )
( 542 ,  659 ,  -1201  )
( 543 ,  658 ,  -1201  )
( 544 ,  657 ,  -1201  )
( 545 ,  656 ,  -1201  )
( 546 ,  655 ,  -1201  )
( 547 ,  655 ,  -1202  )
( 548 ,  654 ,  -1202  )
( 549 ,  653 ,  -1202  )
( 548 ,  653 ,  -1201  )
( 549 ,  652 ,  -1201  )
( 550 ,  652 ,  -1202  )
( 551 ,  652 ,  -1203  )
( 552 ,  651 ,  -1203  )
( 553 ,  651 ,  -1204  )
( 554 ,  651 ,  -1205  )
( 554 ,  652 ,  -1206  )
( 554 ,  651 ,  -1205  )
( 555 ,  651 ,  -1206  )
( 556 ,  650 ,  -1206  )
( 557 ,  649 ,  -1206  )
( 558 ,  649 ,  -1207  )
( 558 ,  648 ,  -1206  )
( 559 ,  647 ,  -1206  )
( 560 ,  646 ,  -1206  )
( 561 ,  646 ,  -1207  )
( 562 ,  646 ,  -1208  )
( 563 ,  646 ,  -1209  )
( 564 ,  645 ,  -1209  )
( 565 ,  645 ,  -1210  )
( 564 ,  646 ,  -1210  )
( 564 ,  645 ,  -1209  )
( 565 ,  644 ,  -1209  )
( 566 ,  644 ,  -1210  )
( 567 ,  643 ,  -1210  )
( 568 ,  643 ,  -1211  )
( 569 ,  643 ,  -1212  )
( 570 ,  643 ,  -1213  )
( 571 ,  643 ,  -1214  )
( 572 ,  643 ,  -1215  )
( 573 ,  643 ,  -1216  )
( 574 ,  643 ,  -1217  )
( 575 ,  643 ,  -1218  )
( 576 ,  643 ,  -1219  )
( 577 ,  643 ,  -1220  )
( 578 ,  643 ,  -1221  )
( 579 ,  642 ,  -1221  )
( 580 ,  641 ,  -1221  )
( 579 ,  642 ,  -1221  )
( 580 ,  641 ,  -1221  )
( 581 ,  640 ,  -1221  )
( 582 ,  640 ,  -1222  )
( 583 ,  639 ,  -1222  )
( 584 ,  639 ,  -1223  )
( 585 ,  639 ,  -1224  )
( 586 ,  638 ,  -1224  )
( 587 ,  637 ,  -1224  )
( 586 ,  637 ,  -1223  )
( 587 ,  637 ,  -1224  )
( 588 ,  636 ,  -1224  )
( 589 ,  636 ,  -1225  )
( 590 ,  635 ,  -1225  )
( 591 ,  635 ,  -1226  )
( 592 ,  634 ,  -1226  )
( 593 ,  633 ,  -1226  )
( 594 ,  632 ,  -1226  )
( 594 ,  633 ,  -1227  )
( 595 ,  632 ,  -1227  )
( 596 ,  632 ,  -1228  )
( 597 ,  631 ,  -1228  )
( 598 ,  630 ,  -1228  )
( 597 ,  630 ,  -1227  )
( 598 ,  629 ,  -1227  )
( 599 ,  629 ,  -1228  )
( 600 ,  629 ,  -1229  )
( 601 ,  629 ,  -1230  )
( 602 ,  628 ,  -1230  )
( 601 ,  629 ,  -1230  )
( 602 ,  628 ,  -1230  )
( 603 ,  628 ,  -1231  )
( 604 ,  627 ,  -1231  )
( 605 ,  626 ,  -1231  )
( 606 ,  625 ,  -1231  )
( 607 ,  624 ,  -1231  )
( 608 ,  624 ,  -1232  )
( 609 ,  623 ,  -1232  )
( 608 ,  623 ,  -1231  )
( 609 ,  623 ,  -1232  )
( 610 ,  623 ,  -1233  )
( 611 ,  623 ,  -1234  )
( 612 ,  623 ,  -1235  )
( 611 ,  623 ,  -1234  )
( 610 ,  623 ,  -1233  )
( 610 ,  624 ,  -1234  )
( 611 ,  623 ,  -1234  )
( 612 ,  623 ,  -1235  )
( 613 ,  623 ,  -1236  )
( 614 ,  622 ,  -1236  )
( 614 ,  621 ,  -1235  )
( 614 ,  620 ,  -1234  )
( 615 ,  620 ,  -1235  )
( 616 ,  620 ,  -1236  )
( 617 ,  619 ,  -1236  )
( 618 ,  618 ,  -1236  )
( 619 ,  617 ,  -1236  )
( 620 ,  617 ,  -1237  )
( 621 ,  616 ,  -1237  )
( 622 ,  615 ,  -1237  )
( 623 ,  614 ,  -1237  )
( 624 ,  614 ,  -1238  )
( 625 ,  614 ,  -1239  )
( 626 ,  613 ,  -1239  )
( 627 ,  613 ,  -1240  )
( 628 ,  613 ,  -1241  )
( 628 ,  614 ,  -1242  )
( 627 ,  615 ,  -1242  )
( 626 ,  615 ,  -1241  )
( 627 ,  614 ,  -1241  )
( 628 ,  613 ,  -1241  )
( 629 ,  612 ,  -1241  )
( 630 ,  612 ,  -1242  )
( 631 ,  612 ,  -1243  )
( 630 ,  612 ,  -1242  )
( 631 ,  611 ,  -1242  )
( 632 ,  610 ,  -1242  )
( 633 ,  609 ,  -1242  )
( 634 ,  608 ,  -1242  )
( 635 ,  607 ,  -1242  )
( 636 ,  606 ,  -1242  )
( 637 ,  605 ,  -1242  )
( 638 ,  604 ,  -1242  )
( 639 ,  604 ,  -1243  )
( 639 ,  605 ,  -1244  )
( 640 ,  605 ,  -1245  )
( 641 ,  604 ,  -1245  )
( 642 ,  603 ,  -1245  )
( 643 ,  603 ,  -1246  )
( 644 ,  603 ,  -1247  )
( 645 ,  602 ,  -1247  )
( 646 ,  601 ,  -1247  )
( 647 ,  600 ,  -1247  )
( 648 ,  599 ,  -1247  )
( 648 ,  600 ,  -1248  )
( 648 ,  601 ,  -1249  )
( 649 ,  600 ,  -1249  )
( 649 ,  599 ,  -1248  )
( 650 ,  598 ,  -1248  )
( 651 ,  598 ,  -1249  )
( 650 ,  599 ,  -1249  )
( 651 ,  598 ,  -1249  )
( 650 ,  598 ,  -1248  )
( 649 ,  598 ,  -1247  )
( 650 ,  598 ,  -1248  )
( 651 ,  598 ,  -1249  )
( 652 ,  597 ,  -1249  )
( 653 ,  597 ,  -1250  )
( 654 ,  596 ,  -1250  )
( 655 ,  595 ,  -1250  )
( 654 ,  595 ,  -1249  )
( 655 ,  594 ,  -1249  )
( 655 ,  595 ,  -1250  )
( 654 ,  595 ,  -1249  )
( 655 ,  595 ,  -1250  )
( 656 ,  594 ,  -1250  )
( 657 ,  593 ,  -1250  )
( 658 ,  593 ,  -1251  )
( 659 ,  593 ,  -1252  )
( 660 ,  593 ,  -1253  )
( 661 ,  592 ,  -1253  )
( 662 ,  592 ,  -1254  )
( 663 ,  591 ,  -1254  )
( 663 ,  590 ,  -1253  )
( 664 ,  590 ,  -1254  )
( 663 ,  591 ,  -1254  )
( 664 ,  591 ,  -1255  )
( 665 ,  590 ,  -1255  )
( 666 ,  589 ,  -1255  )
( 667 ,  588 ,  -1255  )
( 666 ,  588 ,  -1254  )
( 667 ,  588 ,  -1255  )
( 667 ,  587 ,  -1254  )
( 668 ,  586 ,  -1254  )
( 669 ,  585 ,  -1254  )
( 670 ,  584 ,  -1254  )
( 670 ,  585 ,  -1255  )
( 671 ,  584 ,  -1255  )
( 672 ,  583 ,  -1255  )
( 673 ,  582 ,  -1255  )
( 674 ,  581 ,  -1255  )
( 675 ,  580 ,  -1255  )
( 676 ,  579 ,  -1255  )
( 676 ,  578 ,  -1254  )
( 677 ,  578 ,  -1255  )
( 678 ,  578 ,  -1256  )
( 679 ,  577 ,  -1256  )
( 678 ,  577 ,  -1255  )
( 679 ,  576 ,  -1255  )
( 680 ,  576 ,  -1256  )
( 681 ,  576 ,  -1257  )
( 682 ,  575 ,  -1257  )
( 683 ,  574 ,  -1257  )
( 684 ,  573 ,  -1257  )
( 685 ,  572 ,  -1257  )
( 686 ,  571 ,  -1257  )
